Instrument,Deal PermID,Package Identifier,Master Deal Type Code,All New Issues Manager Roles Code,Manager's Role Code,Dates: Issue Date,Issuer/Borrower Name Full,Issuer/Borrower PermID,Issue Type,Transaction Status,Issuer/Borrower Nation,New Issues Current Filing Date,Offer Price (%),Proceeds Amount Incl Overallotment Sold All Markets,Issuer/Borrower Stock Exchange Name,Security Type All Markets,Offering Technique,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Issuer/Borrower TRBC Economic Sector,Bookrunner Or Co-Managers,Master Deal Type,New Issues Offer Price,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Adjusted Offer Price,Stock Price at Close of Issue Date,Issuer Stock Price 1 Day Prior to Filing Date,ISIN,Financials: Price Earnings Ratio Before Offering Percent,Financials: Price/Book Value Before Offer,Financials: Price/Book Value After Offer,Financials: EBITDA Before Offering Host Currency,New Issues Date Company Founded
154084776058,154084776058,2081731,EC,BM,BM,2005-12-05,Amiad Filtration Systems Ltd,4295875213,IPO,Live,Israel,,,8.01144051,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Panmure Gordon & Co Ltd,Euro & Foreign Common Stock,1.29,-999.0,2.247,,,IL0010943905,24.376,,,4.1,1/1/1962 12:00:00 AM
154084776067,154084776067,2084681,EC,BM,BM,2005-10-13,Energy XXI Acquisition Corp,4295859626,IPO,Live,Bermuda,,,171.56999944,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Energy,Collins Stewart Ltd,Euro & Foreign Common Stock,3.43,-999.0,30.123,,,BMG100821401,,,,,7/25/2005 12:00:00 AM
154084776068,154084776068,2084684,EC,BM,BM,2005-03-21,Dori Media Group Ltd,4295874978,IPO,Live,Israel,,,3.23176512,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Consumer Cyclicals,Nabarro Wells & Co Ltd,Euro & Foreign Common Stock,1.18,-999.0,2.247,,,IL0010922388,26.069,,2.706,5.2,
154084776245,154084776245,2099739,UKC,BM,BM,2006-03-20,Servocell Group,4295895887,IPO,Live,United Kingdom,2006-03-20,,5.50000044,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Brewin Dolphin Bell Lawrie Ltd,UK Common Stock,0.54,-999.0,0.947,1.071,,GB00B0WFWK60,-12.422,,,-2.1,
154084776415,154084776415,2087908,UKC,BM,BM,2006-01-23,China Goldmines PLC,4295895726,IPO,Live,United Kingdom,2006-01-23,,4.5,London AIM,Ordinary Shares,Offer for Sale,na,Basic Materials,Brewin Dolphin Bell Lawrie Ltd,UK Common Stock,0.6,-999.0,1.072,,,GB00B0T4LB03,,,,,
154084776416,154084776416,2087915,UKC,BM,BM,2006-02-10,Solomon Gold PLC,4295894228,IPO,Live,Australia,2006-02-10,,5.0,London AIM,Ordinary Shares,Offer for Sale,na,Basic Materials,Williams de Broe PLC,UK Common Stock,0.5,-999.0,0.868,0.898,,GB00B0WD0R35,,,,,5/11/2005 12:00:00 AM
154084776417,154084776417,2087923,UKC,BM,BM,2006-01-27,Intercytex Group Plc,4295897732,IPO,Live,United Kingdom,2006-01-27,,15.00000012,London AIM,Ordinary Shares,Offer for Sale,na,Healthcare,Piper Jaffray Inc,UK Common Stock,1.08,-999.0,1.908,,,GB00B0762609,,,,,1/1/2000 12:00:00 AM
154084776418,154084776418,2087944,UKC,BM,BM,2006-01-23,Chariot(UK)PLC,4295899133,IPO,Live,United Kingdom,2006-01-23,,9.6025,London AIM,Ordinary Shares,Offer for Sale,na,Consumer Cyclicals,Noble & Co Ltd,UK Common Stock,1.15,-999.0,2.054,,,GB00B0P0XQ12,-48.233,-235.305,3.298,-0.7,1/1/2003 12:00:00 AM
154084776617,154084776617,2082242,EC,BM,BM,2005-12-22,The Ottoman Fund Ltd,4295894215,IPO,Live,Jersey,,,150.0,London AIM,Ordinary Shares,Offer for Sale,na,Real Estate,Numis Securities Ltd,Euro & Foreign Common Stock,1.0,-999.0,0.164,,,GB00B0PJ6V42,,,,,
154084776632,154084776632,2075717,EC,BM,BM,2005-12-13,Pan Pacific Aggregates PLC (NOW 3A2730),4295896429,IPO,Live,Canada,,,2.54,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Basic Materials,Insinger de Beaufort Holdings,Euro & Foreign Common Stock,0.8,-999.0,141.528,,,GB00B0M9M645,,,,,11/1/2004 12:00:00 AM
154084776635,154084776635,2075732,UKC,BM,BM,2005-12-16,Zirax PLC,4295896576,IPO,Live,United Kingdom,2005-12-13,,7.74,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Basic Materials,Westhouse Securities LLP,UK Common Stock,0.15,-999.0,0.265,0.31,,GB00B0T9VS23,37.978,406.437,2.386,1.9,8/1/2005 12:00:00 AM
154084776636,154084776636,2075736,EC,BM,BM,2005-12-13,XXI Century Investments Public Ltd,4297253837,IPO,Live,Cyprus,2005-12-13,,78.1724,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Sale|Offer for Subscription,na,Real Estate,ING Bank NV,Euro & Foreign Common Stock,5.86,-999.0,10.366,11.517,,XS0301329479,,,,,1/1/1999 12:00:00 AM
154084776637,154084776637,2075748,UKC,BM,BM,2005-11-03,Abcam PLC,4295897910,IPO,Live,United Kingdom,,,15.23999916,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Healthcare,Numis Securities Ltd,UK Common Stock,1.67,-999.0,0.591,3.568,,GB00B0LWCX12,124.785,,,5.6,1/1/1998 12:00:00 AM
154084776639,154084776639,2075752,UKC,BM,BM,2005-11-22,BNS Telecom Group PLC,4295898978,IPO,Live,United Kingdom,,,7.99999956,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,KBC Peel Hunt Ltd,UK Common Stock,0.54,-999.0,0.929,,,GB00B0MV3J01,31.1,,,3.2,
154084776749,154084776749,2105072,EC,BM,BM,2006-03-23,Eastern European Property Fund Ltd,4297502274,IPO,Live,Guernsey,2006-03-23,,20.0,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Collins Stewart Ltd,Euro & Foreign Common Stock,1.0,-999.0,1.734,1.795,,GB00B0XQ3R24,,,,,
154084776760,154084776760,2132665,EC,BM,BM,2006-05-24,IGM Ltd,4295896221,IPO,Live,Jersey,,,9.945315895,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Libertas Capital Group Plc,Euro & Foreign Common Stock,0.515,-999.0,0.962,0.766,,GB00B138DS65,,,,,
154084776880,154084776880,2077178,UKC,BM,BM,2005-10-20,SPI Lasers PLC,4295899001,IPO,Live,United Kingdom,2005-10-26,,25.4866104,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription|Placement|Offer for Sale,na,Industrials,Panmure Gordon & Co Ltd,UK Common Stock,1.44,-999.0,2.555,,,GB00B0LL6G95,,,,,1/1/2000 12:00:00 AM
154084776982,154084776982,2093975,UKC,BM,BM,2006-03-08,The Core Business,,IPO,Live,United Kingdom,2006-03-08,,0.411065,London AIM,Ordinary Shares,Offer for Sale,na,Consumer Non-Cyclicals,Lewis Charles Securities Ltd,UK Common Stock,0.04,-999.0,0.069,,,GB00B0Z0JP28,,,,,
154084777156,154084777156,2074584,UKC,JB|JB,JB|JB,2005-12-08,Dawnay Day Treveria PLC,4295897599,IPO,Live,United Kingdom,,,408.87108,London AIM,Ordinary Shares,Offer for Sale,na,Real Estate,Citigroup|Deutsche Bank,UK Common Stock,1.0,-999.0,1.181,,,GB00B0RFL714,,,,,
154084777510,154084777510,2096663,UKC,BM,BM,2006-03-02,Arthro Kinetics PLC,4295897854,IPO,Live,United Kingdom,2006-03-02,,6.0,London AIM,Ordinary Shares,Offer for Sale,na,Healthcare,Nomura International PLC,UK Common Stock,1.2,-999.0,2.099,2.161,,GB00B0XQ4466,,,,,
154084777529,154084777529,2130415,EC,BM,BM,2006-05-31,Essentially Group Ltd,4295897721,IPO,Live,Jersey,2006-05-31,,1.99999995,London AIM,Ordinary Shares,Offer for Sale,na,Consumer Cyclicals,Corporate Synergy PLC,Euro & Foreign Common Stock,0.15,-999.0,0.28,0.337,,GB0032118878,36.431,,1.991,0.7,
154084777552,154084777552,2101954,UKC,BM,BM,2006-03-17,Invocas Group PLC,4295894171,IPO,Live,United Kingdom,2006-03-17,,9.50890935,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Charles Stanley & Co Ltd,UK Common Stock,1.11,-999.0,1.949,2.581,,GB00B0ZGN364,,107.365,3.326,3.8,
154084777688,154084777688,2075756,UKC,BM|CM,BM|CM,2005-10-21,Dowlis Corporate Solutions PLC,4295894445,IPO,Live,United Kingdom,,,4.5,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,Zeus Capital Ltd,UK Common Stock,0.36,-999.0,0.636,,,GB00B0LSFV82,,129.066,,1.8,
154084777689,154084777689,2075758,UKC,BM,BM,2005-10-28,Elephant Loans & Mortgages PLC,4295897728,IPO,Live,United Kingdom,,,0.64999998,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Financials,SVS Securities Plc,UK Common Stock,0.03,-999.0,0.053,,,GB00B0NJSD21,106.398,,,0.2,
154084777690,154084777690,2075762,UKC,BM,BM,2005-11-15,Hargreaves Services PLC,4295899123,IPO,Live,United Kingdom,,,23.19999975,OTC|London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Energy,Brewin Dolphin Securities Ltd,UK Common Stock,2.43,-999.0,4.216,,,GB00B0MTC970,,,,,12/31/1994 12:00:00 AM
154084777692,154084777692,2075768,UKC,BM,BM,2005-11-08,Mattioli Woods PLC,4295897685,IPO,Live,United Kingdom,,,5.99999928,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Financials,Williams de Broe PLC,UK Common Stock,1.32,-999.0,2.302,,,GB00B0MT3Y97,11.024,,,5.2,1/1/1991 12:00:00 AM
154084777694,154084777694,2075774,UKC,BM,BM,2005-11-03,Phoqus Ltd,4295897882,IPO,Live,United Kingdom,,,9.9999998,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Healthcare,Code Securities Ltd,UK Common Stock,1.4,-999.0,,2.524,,GB00B0M4CD64,-5.474,,,-12.2,1/1/1998 12:00:00 AM
154084777695,154084777695,2075776,UKC,BM,BM,2005-11-02,Software Radio Technology PLC,4295897753,IPO,Live,United Kingdom,,,4.03999995,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,Westhouse Securities LLP,UK Common Stock,0.35,-999.0,0.621,0.684,,GB00B0M8KM36,-22.527,,,-1.4,5/23/2005 12:00:00 AM
154084777696,154084777696,2075780,UKC,BM,BM,2005-11-07,Synexus Ltd,4296581080,IPO,Live,United Kingdom,,,5.15000005,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Healthcare,Brewin Dolphin Securities Ltd,UK Common Stock,0.65,-999.0,,,,GB00B0L20P93,,,,,1/8/1998 12:00:00 AM
154084777746,154084777746,2088644,UKC,BM|JL,BM|JL,2006-01-12,Greenhouse Fund,4295897438,IPO,Live,United Kingdom,2006-01-12,,9.8,London AIM,Ordinary Or Common Shares,Offer for Sale,2.00000,Consumer Non-Cyclicals,Not Available|Evolution Securities Ltd,UK Common Stock,0.1,2.0,8.802,0.273,,GB00B0T2CP59,,,,,
154084777816,154084777816,2099257,UKC,BM,BM,2006-03-21,Kalahari Minerals PLC,4295897767,IPO,Live,United Kingdom,2006-03-21,,6.0,London AIM,Ordinary Shares,Offer for Sale,na,Energy,Corporate Synergy PLC,UK Common Stock,0.15,-999.0,0.262,,,GB00B117S132,,,,,1/1/1998 12:00:00 AM
154084777818,154084777818,2099261,EC,JB|JB,JB|JB,2006-03-24,Aurora Russia Ltd,4295893847,IPO,Live,Guernsey,2006-03-24,,75.0,London AIM|OTC,Ordinary Or Common Shares,Offer for Sale,na,Financials,Investec Investment Banking|Altium Capital Limited,Euro & Foreign Common Stock,1.0,-999.0,1.742,1.83,,GB00B0Z52Y71,,,,,
154084777955,154084777955,2076066,EC,BM|JL|CL|CL,BM|JL|CL|CL,2005-12-13,Lancashire Holdings Ltd,4295859596,IPO,Live,Bermuda,,,546.73948168,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Financials,Merrill Lynch International Ltd|JP Morgan Cazenove|Fox-Pitt Kelton SA|Teather & Greenwood Ltd,Euro & Foreign Common Stock,2.84,-999.0,5.024,5.643,,BMG5361W1047,,,,,
154084777962,154084777962,2079055,EC,BM,BM,2005-11-21,International Marketing & Sales Group PLC{IMSG},4295874826,IPO,Live,Russia,,,8.0085,London AIM,Ordinary Shares,Offer for Sale,na,Consumer Cyclicals,Not Applicable,Euro & Foreign Common Stock,1.9,-999.0,3.259,,,IE00B0FLKF23,66.792,,,2.4,1/1/1996 12:00:00 AM
154084778024,154084778024,2085767,EC,BM,BM,2005-10-10,Spacelabs Healthcare Inc,4295899742,IPO,Live,United States,,,16.827195,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Healthcare,Collins Stewart Ltd,Euro & Foreign Common Stock,1.25,-999.0,2.194,,,USU859481041,27.425,,3.039,10.5,
154084778025,154084778025,2085779,UKC,BM,BM,2005-07-14,Utilico Emerging Markets Ltd,4297134425,IPO,Live,United Kingdom,,,52.5,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Financials,Arbuthnot Securities Ltd,UK Common Stock,1.0,-999.0,1.756,,,BMG931151069,,,,,
154084778026,154084778026,2085783,EC,BM,BM,2005-11-16,Xceldiam Ltd,4295859613,IPO,Live,Angola,,,9.41617395,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Basic Materials,WH Ireland Ltd,Euro & Foreign Common Stock,0.45,-999.0,0.772,0.79,,BMG316011003,,,,,
154084778080,154084778080,2109303,UKC,BM,BM,2006-04-07,IXEurope PLC,4295897890,IPO,Live,United Kingdom,2006-04-07,,9.999,London AIM,Ordinary Shares,Offer for Sale|Offer for Subscription,na,Technology,Investec Bank Ltd,UK Common Stock,0.22,-999.0,0.383,0.523,,GB00B11YBH19,,,,,11/1/1998 12:00:00 AM
154084778157,154084778157,2066140,UKC,BM|JL|GL,BM|JL,2005-11-08,New Star Asset Management Group PLC,4295899013,IPO,Live,United Kingdom,,,103.556898,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Financials,UBS Investment Bank|Citigroup,UK Common Stock,2.25,-999.0,3.654,4.833,,GB00B0LS1D23,-89.213,,5.939,40.2,6/30/2000 12:00:00 AM
154084778250,154084778250,2076577,UKC,BM,BM,2005-12-15,Gas Turbine Efficiency Ltd,4295899057,IPO,Live,United Kingdom,2005-12-15,,5.4,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Industrials,UNKNOWN,UK Common Stock,0.3,-999.0,0.529,,,GB00B0R7HM49,,,,,
154084778265,154084778265,2087487,UKC,BM,BM,2006-01-04,Amteus PLC,4295895711,IPO,Live,United Kingdom,2006-01-18,,3.99999435,London AIM,Ordinary Shares,Offer for Sale,na,Technology,John East & Partners Ltd,UK Common Stock,0.55,-999.0,0.966,,,GB00B0NBKL01,,,,,
154084778371,154084778371,2106222,EC,JB|JB,JB|JB,2006-03-30,Peachtree Holdings Inc,4297402277,IPO,Live,United States,,,108.15,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Collins Stewart Ltd|Bear Stearns International Ltd,Euro & Foreign Common Stock,3.09,-999.0,,,,,,,,,
154084778490,154084778490,2075332,EC,BM,BM,2005-12-02,CardioMag Imaging Inc,4295899364,IPO,Live,United States,2005-12-07,,5.29059065,London AIM,Ordinary Or Common Shares,Placement|Offer for Subscription,na,Healthcare,Williams de Broe PLC,Euro & Foreign Common Stock,1.37,-999.0,2.374,,,USU141461017,,-3.585,,0.0,
154084778492,154084778492,2078359,EC,BM,BM,2005-11-08,China Shoto PLC,4295896477,IPO,Live,China (Mainland),2005-11-08,,6.0000005,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Industrials,Seymour Pierce Group PLC,Euro & Foreign Common Stock,1.3,-999.0,2.267,,,GB00B0MSY877,,,,,
154084778509,154084778509,2078095,EC,BM,BM,2005-12-08,Orpak Systems Ltd,4295875263,IPO,Live,Israel,,,14.58492,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Seymour Pierce Ltd,Euro & Foreign Common Stock,1.4,-999.0,,2.452,,IL0010948797,21.78,,3.748,0.0,
154084778572,154084778572,2093547,EC,BM,BM,2006-02-27,AGI Therapeutics PLC,4295874926,IPO,Live,Ireland,2006-02-27,,42.50000034,London AIM|Irish Stk,Ordinary Or Common Shares,Offer for Sale,na,Healthcare,Davy,Euro & Foreign Common Stock,1.26,-999.0,1.492,1.774,,IE00B0YT0Q82,-16.351,,1.911,-6.1,1/1/2003 12:00:00 AM
154084778741,154084778741,2085285,EC,BM,BM,2005-01-21,Gable Holdings Inc,4295863312,IPO,Live,Cayman Islands,,,1.0,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Financials,Walker Crips Stockbrokers Ltd,Euro & Foreign Common Stock,0.05,-999.0,0.093,0.168,,KYG3705F1019,,,,,
154084778750,154084778750,2078577,UKC,BM,BM,2005-10-07,Datong Electronics Plc,4295894661,IPO,Live,United Kingdom,,,3.5,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Bridgewell Securities Ltd,UK Common Stock,1.28,-999.0,2.277,2.286,,GB00B0JF2H60,14.759,,,3.3,
154084778753,154084778753,2078595,UKC,JB|JB,JB|JB,2005-07-28,Diablo Group Plc,4295897431,IPO,Live,United Kingdom,,,3.2938,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,WH Ireland Ltd|SP Angel & Co,UK Common Stock,0.1,-999.0,4.388,,,GB00B0DG1X47,,,,,
154084778754,154084778754,2078607,UKC,BM,BM,2005-10-13,Driver Group PLC,4295894858,IPO,Live,United Kingdom,,,4.00000142,London AIM,Ordinary Shares,Offer for Sale|Offer for Subscription,na,Industrials,WH Ireland Ltd,UK Common Stock,0.73,-999.0,1.279,1.256,,GB00B0L9C092,149.098,,,0.3,
154084778756,154084778756,2078625,UKC,BM,BM,2005-10-31,Wogen PLC,4295897607,IPO,Live,United Kingdom,,,20.00000046,London AIM,Ordinary Shares,Offer for Sale,na,Basic Materials,Bridgewell Securities Ltd,UK Common Stock,1.22,-999.0,2.157,2.379,,GB00B0LMC209,,,,,
154084778757,154084778757,2078627,UKC,BM,BM,2005-11-16,Mediterranean Oil & Gas PLC,4295899049,IPO,Live,United Kingdom,,,11.7,London AIM,Ordinary Shares,Offer for Sale,na,Energy,WH Ireland Ltd,UK Common Stock,1.0,-999.0,1.717,1.915,,GB00B0MZGF99,-113.722,,,-0.4,
154084778778,154084778778,2076066,EC,BM|JL|CL|CL,BM|JL|CL|CL,2005-12-13,Lancashire Holdings Ltd,4295859596,IPO,Live,Bermuda,,,546.73948168,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Financials,Merrill Lynch International Ltd|JP Morgan Cazenove|Fox-Pitt Kelton SA|Teather & Greenwood Ltd,Euro & Foreign Common Stock,2.84,-999.0,5.024,5.643,,BMG5361W1047,,,,,
154084778812,154084778812,2095342,EC,BM,BM,2006-02-20,Econergy International PLC,4295894277,IPO,Live,United States,2006-02-20,,87.0,London AIM,Ordinary Or Common Shares,Offer for Sale,na,Utilities,Numis Securities Ltd,Euro & Foreign Common Stock,1.0,-999.0,1.744,,,GB00B0WV7V00,-126.384,,,-1.0,1/1/1994 12:00:00 AM
154084778893,154084778893,2105741,EC,BM,BM,2006-03-20,Planet Group Inc,4295902293,IPO,Live,United States,,,7.0,London AIM|London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Canaccord Adams,Euro & Foreign Common Stock,1.25,-999.0,2.194,2.326,,USU726031003,-2.965,,,-7.0,1/1/1999 12:00:00 AM
154084779024,154084779024,2076197,EC,BM,BM,2005-12-14,UniVision Engineering Ltd,4295872023,IPO,Live,Hong Kong,2005-12-14,,1.5,London AIM,Ordinary Or Common Shares,Offer for Subscription|Placement|Firm Commitment,na,Technology,Insinger de Beaufort Holdings,Euro & Foreign Common Stock,0.03,-999.0,0.053,,,HK0000033065,17.723,,,1.0,1/1/1979 12:00:00 AM
154084779108,154084779108,2094335,EC,JB|JB|CL|CL|GL|GL,JB|JB|CL|CL,2006-02-23,Atlas Estates Ltd,4297446904,IPO,Live,Guernsey,,,121.703241,Warsaw|London AIM,Ordinary Or Common Shares,Offer for Sale,na,Real Estate,Merrill Lynch International Ltd|UBS Investment Bank|Bridgewell Securities Ltd|City Capital Securities Ltd,Euro & Foreign Common Stock,3.41,-999.0,5.973,,,GB00B0WDBP88,,,,,
154084779236,154084779236,2084296,EC,BM,BM,2005-03-08,Global Structured Finance,4295863295,IPO,Live,Cayman Islands,,,0.4,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Financials,Walker Crips Stockbrokers Ltd,Euro & Foreign Common Stock,0.05,-999.0,0.096,,,,,,,,
154084779260,154084779260,2077425,EC,BM,BM,2005-12-19,Vigilant Technology Ltd,4297277430,IPO,Live,Israel,,,10.00000002,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,Shore Capital Group,Euro & Foreign Common Stock,0.43,-999.0,0.758,,,IL0010947708,,,,,1/1/1999 12:00:00 AM
154084779295,154084779295,2083154,UKC,BM,BM,2005-11-30,Stratex International PLC,4295897899,IPO,Live,United Kingdom,2006-01-04,,1.87,London AIM,Ordinary Shares,Offer for Sale,na,Basic Materials,HB-Corporate,UK Common Stock,0.05,-999.0,0.008,,,GB00B0T29327,,,,,1/1/2004 12:00:00 AM
154084779311,154084779311,2073535,EC,BM,BM,2005-10-04,Acta SpA,4295875805,IPO,Live,Italy,,,9.0,London AIM,Ordinary Shares,Offer for Sale,na,Energy,Numis Securities Ltd,Euro & Foreign Common Stock,1.25,-999.0,2.198,2.295,,IT0003891444,,,,,1/1/2004 12:00:00 AM
154084779312,154084779312,2073551,EC,JB|JB,JB|JB,2005-09-29,Global Brands SA,4295883016,IPO,Live,Luxembourg,,,3.5002,London AIM,Ordinary Shares,Offer for Sale,na,Consumer Cyclicals,Hichens Harrison|HB-Corporate,Euro & Foreign Common Stock,1.85,-999.0,0.068,3.523,,LU0229056949,64.019,,2.763,1.1,
154084779315,154084779315,2098542,EC,BM,BM,2006-03-16,MTI Wireless Edge,4297493558,IPO,Live,Israel,2006-03-16,,7.02,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Corporate Synergy PLC,Euro & Foreign Common Stock,0.39,-999.0,0.685,0.808,,IL0010958762,12.619,,,0.0,
154084779316,154084779316,2098549,UKC,BM,BM,2006-03-29,CashBox PLC,4295897718,IPO,Live,United Kingdom,2006-03-29,,4.5,London AIM,Ordinary Shares,Firm Commitment|Offer for Subscription,na,Industrials,Seymour Pierce Ltd,UK Common Stock,0.2,-999.0,0.348,0.436,,GB00B0ZL4V64,,,,,
154084779318,154084779318,2098555,EC,BM,BM,2006-03-01,Sinosoft Technology PLC,4295896681,IPO,Live,China (Mainland),2006-03-01,,31.4602,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Westhouse Securities LLP,Euro & Foreign Common Stock,0.19,-999.0,0.332,0.368,,GB00B0XJRD53,,,,,
154084779334,154084779334,2092792,UKC,BM,BM,2006-02-15,Mobile Streams PLC,4295898992,IPO,Live,United Kingdom,2006-02-15,,6.93633687,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Bridgewell Securities Ltd,UK Common Stock,0.87,-999.0,1.514,1.497,,GB00B0WJ3L68,,,,,1/1/1999 12:00:00 AM
154084779338,154084779338,2092891,UKC,BM,BM,2006-02-27,Phynova Group PLC,4295894452,IPO,Live,United Kingdom,2006-02-27,,3.6500002,London AIM,Ordinary Or Common Shares,Offer for Sale,na,Healthcare,Nabarro Wells & Co Ltd,UK Common Stock,0.77,-999.0,1.339,,,GB00B0YBCM49,-23.135,-244.079,6.37,-0.9,7/1/2002 12:00:00 AM
154084779376,154084779376,2097518,UKC,BM,BM,2006-03-07,Scott Wilson Group PLC,4295894269,IPO,Live,United Kingdom,,,71.574,London AIM,Ordinary Or Common Shares,Offer for Sale,na,Industrials,Brewin Dolphin Securities Ltd,UK Common Stock,1.58,-999.0,2.742,,,GB00B0WM2V87,36.374,,2.046,16.4,1/1/1954 12:00:00 AM
154084779384,154084779384,2101486,UKC,BM,BM,2006-03-28,Northbridge Industrial Services PLC,4295896511,IPO,Live,United Kingdom,,,6.4375,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Charles Stanley & Co Ltd,UK Common Stock,1.0,-999.0,1.673,1.891,,GB00B0SPFW38,,,,,
154084779396,154084779396,2104733,EC,BM|CM,BM|CM,2006-03-28,Playtech PLC,5037842611,IPO,Live,Isle of Man,2006-03-28,,265.07613762,London AIM,Ordinary Or Common Shares,Offer for Sale,na,Technology,Collins Stewart Ltd,Euro & Foreign Common Stock,2.57,-999.0,4.48,4.766,,VGG7131X1078,26.794,,9.117,36.2,1/1/1999 12:00:00 AM
154084779421,154084779421,2206664,EC,BM,BM,2007-01-24,Loudwater Trust Ltd,4297646862,IPO,Live,Guernsey,2007-01-24,,75.0,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Financials,Panmure Gordon & Co Ltd,Euro & Foreign Common Stock,1.0,-999.0,0.002,,,GG00B1LT5C96,,,,,
154084779517,154084779517,2082189,UKC,BM,BM,2005-11-30,Autoclenz Holdings PLC,4295895644,IPO,Live,United Kingdom,,,13.0,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,KBC Peel Hunt Ltd,UK Common Stock,1.25,-999.0,2.161,,,GB00B0N59376,8.935,,,4.7,
154084779519,154084779519,2082193,UKC,BM,BM,2005-11-25,Plexus Holdings PLC,4295898008,IPO,Live,United Kingdom,,,11.00000012,London AIM,Ordinary Shares,Offer for Sale,na,Energy,Bell Lawrie White & Co,UK Common Stock,0.59,-999.0,1.011,,,GB00B0MDF233,297.638,,2.952,1.3,
154084779527,154084779527,2075348,UKC,BM,BM,2005-11-29,Hansteen Holdings PLC,4295894235,IPO,Live,United Kingdom,,,124.5,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Real Estate,KBC Peel Hunt Ltd,UK Common Stock,1.0,-999.0,1.2,2.049,1.0,GB00B0PPFY88,,,,,
154084779600,154084779600,2096247,UKC,BM,BM,2006-02-23,Work Group PLC,4295896946,IPO,Live,United Kingdom,2006-02-23,,10.99999978,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Altium Capital Limited,UK Common Stock,0.805,-999.0,44.97,,,GB00B0VP0707,0.805,,1.684,2.7,
154084779603,154084779603,2096279,UKC,BM,BM,2006-01-31,Claimar Care Group PLC,4295894556,IPO,Live,United Kingdom,2006-01-31,,8.20039608,London AIM,Ordinary Shares,Offer for Sale,na,Healthcare,Arden Partners Ltd,UK Common Stock,0.72,-999.0,1.28,1.432,,GB00B0WFJP05,,,,,1/1/1994 12:00:00 AM
154084779665,154084779665,2098837,UKC,BM,BM,2006-03-03,Betex Group PLC,4295899111,IPO,Live,United Kingdom,2006-03-03,,13.10000008,London AIM,Ordinary Shares,Offer for Sale,na,Consumer Cyclicals,Cenkos Securities PLC,UK Common Stock,0.34,-999.0,0.596,0.734,,GB00B0967T61,-5.531,455.559,,-5.6,
154084779690,154084779690,2060331,UKC,BM,BM,2005-11-28,Gemfields Resources PLC,4295899014,IPO,Live,United Kingdom,,,12.5000001,London AIM|PLUS,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Basic Materials,Canaccord Capital Corp,UK Common Stock,0.45,-999.0,0.778,0.787,,GB00B0HX1083,-18.977,,2.285,-3.7,
